symbol,name,dimension,isSI,category,baseUnit,conversionRef,isExact,A,B,C,D,underlyingDef,description
bbl/psi,barrel per psi,L4T2/M,false,derived,m3/Pa,DERIVED,true,0,1.0257224319574848E-4,4.4482216152605,0,,
m3/kPa,cubic metre per kilopascal,L4T2/M,true,derived,m3/Pa,DERIVED,true,0,1E-3,1,0,,
kg.m,kilogram metre,LM,true,derived,IS-BASE,,,,,,,,
lbm.ft,pound-mass foot,LM,false,derived,kg.m,DERIVED,true,0,0.138254954376,1,0,,
J.m/(s.m2.deltaK),joule metre per second square metre delta kelvin,LM/DT3,true,derived,IS-BASE,,,,,,,W/(m.deltaK),
W/(m.deltaK),watt per metre delta kelvin,LM/DT3,true,derived,IS-BASE,,,,,,,,
Btu[IT].in/(h.ft2.deltaF),BTU per (hour square foot delta Fahrenheit per inch),LM/DT3,false,derived,J.m/(s.m2.deltaK),DERIVED,true,0,241.185767908932,1.67225472E3,0,,
kJ.m/(h.m2.deltaK),kilojoule metre per hour square metre delta kelvin,LM/DT3,true,derived,J.m/(s.m2.deltaK),DERIVED,true,0,1,3.6,0,,
Btu[IT]/(h.ft.deltaF),BTU per hour foot delta Fahrenheit,LM/DT3,false,derived,W/(m.deltaK),DERIVED,true,0,9.49550267358E3,5.4864E3,0,,
cal[th]/(h.cm.deltaC),calorie per hour centimetre delta Celsius,LM/DT3,false,derived,W/(m.deltaK),DERIVED,true,0,4.184,36,0,,
cal[th]/(s.cm.deltaC),calorie per second centimetre delta Celsius,LM/DT3,false,derived,W/(m.deltaK),DERIVED,true,0,418.4,1,0,,
kcal[th]/(h.m.deltaC),thousand calorie per hour metre delta Celsius,LM/DT3,false,derived,W/(m.deltaK),DERIVED,true,0,4.184E3,3600,0,,
uH/m,microhenry per metre,LM/I2T2,true,derived,H/m,DERIVED,true,0,1E-6,1,0,,
H/m,henry per metre,LM/I2T2,true,derived,IS-BASE,,,,,,,,
ohm/m,ohm per metre,LM/I2T3,true,derived,IS-BASE,,,,,,,,
uohm/ft,microhm per foot,LM/I2T3,false,derived,ohm/m,DERIVED,true,0,1E-6,0.3048,0,,
uohm/m,microhm per metre,LM/I2T3,true,derived,ohm/m,DERIVED,true,0,1E-6,1,0,,
Wb/m,weber per metre,LM/IT2,true,derived,IS-BASE,,,,,,,,
Wb/mm,weber per millimetre,LM/IT2,true,derived,Wb/m,DERIVED,true,0,1E3,1,0,,
V/m,volt per metre,LM/IT3,true,derived,IS-BASE,,,,,,,,
mV/ft,millivolt per foot,LM/IT3,false,derived,V/m,DERIVED,true,0,1E-3,0.3048,0,,
mV/m,millivolt per metre,LM/IT3,true,derived,V/m,DERIVED,true,0,1E-3,1,0,,
uV/ft,microvolt per foot,LM/IT3,false,derived,V/m,DERIVED,true,0,1E-6,0.3048,0,,
uV/m,microvolt per metre,LM/IT3,true,derived,V/m,DERIVED,true,0,1E-6,1,0,,
kg.m/s,kilogram metre per second,LM/T,true,derived,IS-BASE,,,,,,,,
lbm.ft/s,foot pound-mass per second,LM/T,false,derived,kg.m/s,DERIVED,true,0,0.138254954376,1,0,,
N,newton,LM/T2,true,atom-special,IS-BASE,,,,,,,m.kg/s2,"That force which, when applied to a body having a mass of 1 kg, gives it an acceleration of 1 m/s2."
dyne,dyne,LM/T2,false,atom,N,NIST-SI,true,0,1E-5,1,0,(g.cm)/s2,"A unit of force in the centimetre-gram-second system of physical units, equal to the force that would give a free mass of one gram an acceleration of one centimetre per second per second."
gf,gram-force,LM/T2,false,atom,N,NIST-SI,true,0,9.80665E-3,1,0,g.gn,"The gram-force is equal to a mass of one gram multiplied by the standard acceleration due to gravity on Earth, which is defined as exactly 9.80665 meter per second squared."
lbf,pound-force,LM/T2,false,atom,N,NIST-SI,true,0,4.4482216152605,1,0,lbm.gn,"The pound-force is equal to the gravitational force exerted on a mass of one avoirdupois pound on the surface of Earth. The exact conversion factor is 4.448 221 615 260 5 E+00 since the standard value of the acceleration due to gravity, gn = 9.806 65 m/s2 exactly, is used to define the kilogram-force: 1 kgf = 9.806 65 E+00 N exactly."
ozf,ounce-force,LM/T2,false,atom,N,DEFINITION,true,0,4.4482216152605,16,0,1/16 lbf,ounce (avoirdupois)-force
pdl,poundal,LM/T2,false,atom,N,DEFINITION,true,0,0.138254954376,1,0,(lbm.ft)/s2,"A unit of force equal to the force that would give a free mass of one pound an acceleration of one foot per second per second [i.e., ""(lbm.ft)/s2""]. Therefore, 1 pdl = 0.138254954376 N exactly. From merriam-webster.com."
tonf[UK],UK ton-force,LM/T2,false,atom,N,UK-1995,true,0,9964.01641818352,1,0,2240 lbf,United Kingdom 2240 lbf.
tonf[US],US ton-force,LM/T2,false,atom,N,NIST-SI,true,0,8896.443230521,1,0,2000 lbf,2000 lbf
J.m/m2,joule metre per square metre,LM/T2,true,derived,IS-BASE,,,,,,,N,
J/m,joule per metre,LM/T2,true,derived,IS-BASE,,,,,,,N,
N.m/m,newton metre per metre,LM/T2,true,derived,IS-BASE,,,,,,,N,
kcal[th].m/cm2,thousand calorie metre per square centimetre,LM/T2,false,derived,J.m/m2,DERIVED,true,0,4.184E7,1,0,,
MJ/m,megajoule per metre,LM/T2,true,derived,J/m,DERIVED,true,0,1E6,1,0,,
10 kN,ten kilonewton,LM/T2,false,derived,N,DERIVED,true,0,1E4,1,0,,
kgf.m/m,thousand gram-force metre per metre,LM/T2,false,derived,N.m/m,DERIVED,true,0,9.80665,1,0,,
lbf.ft/in,foot pound-force per inch,LM/T2,false,derived,N.m/m,DERIVED,true,0,53.378659383126,1,0,,"Equivalent to ""12 lbf""."
lbf.in/in,pound-force inch per inch,LM/T2,false,derived,N.m/m,DERIVED,true,0,4.4482216152605,1,0,,
tonf[US].mi/ft,US ton-force mile per foot,LM/T2,false,derived,N.m/m,DERIVED,true,0,4.697322025715088E7,1,0,,"Equivalent to ""5280 tonf[US]""."
cN,centinewton,LM/T2,true,prefixed,N,DERIVED,true,0,0.01,1,0,,
daN,dekanewton,LM/T2,true,prefixed,N,DERIVED,true,0,10,1,0,,
dN,decinewton,LM/T2,true,prefixed,N,DERIVED,true,0,0.1,1,0,,
EN,exanewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E18,1,0,,
fN,femtonewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E-15,1,0,,
GN,giganewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E9,1,0,,
hN,hectonewton,LM/T2,true,prefixed,N,DERIVED,true,0,100,1,0,,
kdyne,kilodyne,LM/T2,false,prefixed,N,DERIVED,true,0,0.01,1,0,,
kgf,thousand gram-force,LM/T2,false,prefixed,N,DERIVED,true,0,9.80665,1,0,,
klbf,thousand pound-force,LM/T2,false,prefixed,N,DERIVED,true,0,4.4482216152605E3,1,0,,
kN,kilonewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E3,1,0,,
Mgf,million gram-force,LM/T2,false,prefixed,N,DERIVED,true,0,9.80665E3,1,0,,
mN,millinewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E-3,1,0,,
MN,meganewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E6,1,0,,
nN,nanonewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E-9,1,0,,
pN,piconewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E-12,1,0,,
TN,teranewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E12,1,0,,
uN,micronewton,LM/T2,true,prefixed,N,DERIVED,true,0,1E-6,1,0,,
1/bar,per bar,LT2/M,true,derived,1/Pa,DERIVED,true,0,1E-5,1,0,,
1/kPa,per kilopascal,LT2/M,true,derived,1/Pa,DERIVED,true,0,1E-3,1,0,,
1/pPa,per picopascal,LT2/M,true,derived,1/Pa,DERIVED,true,0,1E12,1,0,,
1/psi,per psi,LT2/M,false,derived,1/Pa,DERIVED,true,0,0.00064516,4.4482216152605,0,,
1/upsi,per millionth of psi,LT2/M,false,derived,1/Pa,DERIVED,true,0,645.16,4.4482216152605,0,,
1/Pa,per pascal,LT2/M,true,derived,IS-BASE,,,,,,,,
m3/J,cubic metre per joule,LT2/M,true,derived,IS-BASE,,,,,,,1/Pa,
dm3/(kW.h),cubic decimetre per kilowatt hour,LT2/M,true,derived,m3/J,DERIVED,true,0,1E-3,3.6E6,0,,
dm3/MJ,cubic decimetre per megajoule,LT2/M,true,derived,m3/J,DERIVED,true,0,1E-9,1,0,,
m3/(kW.h),cubic metre per kilowatt hour,LT2/M,true,derived,m3/J,DERIVED,true,0,1,3.6E6,0,,
mm3/J,cubic millimetre per joule,LT2/M,true,derived,m3/J,DERIVED,true,0,1E-9,1,0,,
pt[UK]/(hp.h),UK pint per horsepower hour,LT2/M,false,derived,m3/J,DERIVED,true,0,5.6826125E-4,2.684519537696172792E6,0,,
ct,carat,M,false,atom,kg,NIST-SI,true,0,2E-4,1,0,200 mg,"200 milligrams (exactly), from NIST-44."
cwt[UK],UK hundredweight,M,false,atom,kg,UK-1995,true,0,50.80234544,1,0,112 lbm,United Kingdom 112 pound-mass Gross or long hundredweight. From NIST-44.
cwt[US],US hundredweight,M,false,atom,kg,NIST-44,true,0,45.359237,1,0,100 lbm,100 lbm. Net or short hundredweight. From NIST-44.
g,gram,M,true,atom-base,kg,NIST-SI,true,0,1E-3,1,0,1/1000 kg,One thousandth of a kilogram.
grain,grain,M,false,atom,kg,NIST-44,true,0,6.479891E-5,1,0,,"The ""grain"" is the same in avoirdupois, troy, and apothecaries units of mass."
lbm,pound-mass,M,false,atom,kg,NIST-SI,true,0,0.45359237,1,0,,International avoirdupois pound.
ozm,ounce-mass,M,false,atom,kg,NIST-44,true,0,0.45359237,16.,0,1/16 lbm,One sixteenth of an International avoirdupois pound (lbm).
ozm[troy],troy ounce-mass,M,false,atom,kg,NIST-44,true,0,0.0311034768,1,0,480 grain,Apothecaries or Troy ounce
sack[94lbm],94 pound-mass sack,M,false,atom,kg,DEFINITION,false,0,42.63768278,1,0,94 lbm,"A sack with a nominal weight of 94 pound-mass. While the conversion of 94 lbm is exact, the weight of the sack is not exactly 94 lbm."
t,tonne,M,true,atom-allowed,kg,NIST-SI,true,0,1E3,1,0,1000 kg,"In the US, this is called a metric ton."
ton[UK],UK ton-mass,M,false,atom,kg,NIST-44,true,0,1016.0469088,1,0,2240 lbm,Gross or long ton.
ton[US],US ton-mass,M,false,atom,kg,NIST-44,true,0,907.18474,1,0,2000 lbm,Net or short ton.
kg,kilogram,M,true,prefixed,IS-BASE,,,,,,,,The kilogram is the unit of mass (not force); it is equal to the mass of the international prototype of the kilogram.
ag,attogram,M,true,prefixed,kg,DERIVED,true,0,1E-21,1,0,,
cg,centigram,M,true,prefixed,kg,DERIVED,true,0,1E-5,1,0,,
Eg,exagram,M,true,prefixed,kg,DERIVED,true,0,1E15,1,0,,
fg,femtogram,M,true,prefixed,kg,DERIVED,true,0,1E-18,1,0,,
Gg,gigagram,M,true,prefixed,kg,DERIVED,true,0,1E6,1,0,,
hg,hectogram,M,true,prefixed,kg,DERIVED,true,0,0.1,1,0,,
klbm,thousand pound-mass,M,false,prefixed,kg,NIST-44,true,0,453.59237,1,0,,1000 lbm.
mg,milligram,M,true,prefixed,kg,DERIVED,true,0,1E-6,1,0,,
Mg,megagram,M,true,prefixed,kg,DERIVED,true,0,1E3,1,0,,
ng,nanogram,M,true,prefixed,kg,DERIVED,true,0,1E-12,1,0,,
pg,picogram,M,true,prefixed,kg,DERIVED,true,0,1E-15,1,0,,
Tg,teragram,M,true,prefixed,kg,DERIVED,true,0,1E9,1,0,,
ug,microgram,M,true,prefixed,kg,DERIVED,true,0,1E-9,1,0,,
W/(m3.deltaK),watt per cubic metre delta kelvin,M/DLT3,true,derived,IS-BASE,,,,,,,,
Btu[IT]/(h.ft3.deltaF),BTU per hour cubic foot delta Fahrenheit,M/DLT3,false,derived,W/(m3.deltaK),DERIVED,true,0,9.49550267358E3,509.703238656,0,,
Btu[IT]/(s.ft3.deltaF),(BTU per second) per cubic foot delta Fahrenheit,M/DLT3,false,derived,W/(m3.deltaK),DERIVED,true,0,9.49550267358E3,0.14158423296,0,,
kW/(m3.deltaK),killowatt per cubic metre delta kelvin,M/DLT3,true,derived,W/(m3.deltaK),DERIVED,true,0,1E3,1,0,,
W/(m2.deltaK),watt per square metre delta kelvin,M/DT3,true,derived,IS-BASE,,,,,,,,
Btu[IT]/(h.ft2.deltaF),BTU per hour square foot delta Fahrenheit,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,9.49550267358E3,1.67225472E3,0,,
Btu[IT]/(h.ft2.deltaR),BTU per hour square foot delta Rankine,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,9.49550267358E3,1.67225472E3,0,,
Btu[IT]/(h.m2.deltaC),BTU per hour square metre delta Celsius,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,1055.05585262,3600,0,,
Btu[IT]/(s.ft2.deltaF),(BTU per second) per square foot delta Fahrenheit,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,9.49550267358E3,0.4645152,0,,
cal[th]/(h.cm2.deltaC),calorie per hour square centimetre delta Celsius,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,4.184E4,3600,0,,
cal[th]/(s.cm2.deltaC),calorie per second square centimetre delta Celsius,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,41840,1,0,,
J/(s.m2.deltaC),joule per second square metre delta Celsius,M/DT3,true,derived,W/(m2.deltaK),DERIVED,true,0,1,1,0,,
kcal[th]/(h.m2.deltaC),thousand calorie per hour square metre delta Celsius,M/DT3,false,derived,W/(m2.deltaK),DERIVED,true,0,4.184E3,3600,0,,
kJ/(h.m2.deltaK),kilojoule per hour square metre delta kelvin,M/DT3,true,derived,W/(m2.deltaK),DERIVED,true,0,1E3,3600,0,,
kW/(m2.deltaK),kilowatt per square metre delta kelvin,M/DT3,true,derived,W/(m2.deltaK),DERIVED,true,0,1E3,1,0,,
T/m,tesla per metre,M/ILT2,true,derived,IS-BASE,,,,,,,,
gauss/cm,gauss per centimetre,M/ILT2,false,derived,T/m,DERIVED,true,0,0.01,1,0,,
mT/dm,millitesla per decimetre,M/ILT2,true,derived,T/m,DERIVED,true,0,0.01,1,0,,
T,tesla,M/IT2,true,atom-special,IS-BASE,,,,,,,Wb/m2,"The magnetic flux density of 1 Wb/m2. Alternatively, it is defined as the magnetic flux density that produces on a 1-m length of wire carrying a current of 1A, oriented normal to the flux density, a force of 1 N, magnetic flux density being defined as an axial vector quantity such that the force exerted on an element of current is equal to the vector product of this element and the magnetic flux density."
gauss,gauss,M/IT2,false,atom,T,NIST-SI,true,0,1E-4,1,0,1E-4 T,"This unit is part of the so-called electromagnetic three-dimensional CGS system and cannot strictly speaking be compared to the corresponding SI unit, which has four dimensions when only mechanical and electric quantities are considered."
cgauss,centigauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-6,1,0,,
cT,centitesla,M/IT2,true,prefixed,T,DERIVED,true,0,0.01,1,0,,
dgauss,decigauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-5,1,0,,
dT,decitesla,M/IT2,true,prefixed,T,DERIVED,true,0,0.1,1,0,,
Egauss,exagauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E14,1,0,,
ET,exatesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E18,1,0,,
fgauss,femtogauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-19,1,0,,
fT,femtotesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E-15,1,0,,
Ggauss,gigagauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E5,1,0,,
GT,gigatesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E9,1,0,,
kgauss,kilogauss,M/IT2,false,prefixed,T,DERIVED,true,0,0.1,1,0,,
kT,kilotesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E3,1,0,,
mgauss,milligauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-7,1,0,,
Mgauss,megagauss,M/IT2,false,prefixed,T,DERIVED,true,0,100,1,0,,
mT,millitesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E-3,1,0,,
ngauss,nanogauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-13,1,0,,
nT,nanotesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E-9,1,0,,
pgauss,picogauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-16,1,0,,
pT,picotesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E-12,1,0,,
Tgauss,teragauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E8,1,0,,
TT,teratesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E12,1,0,,
ugauss,microgauss,M/IT2,false,prefixed,T,DERIVED,true,0,1E-10,1,0,,
uT,microtesla,M/IT2,true,prefixed,T,DERIVED,true,0,1E-6,1,0,,
kg/m,kilogram per metre,M/L,true,derived,IS-BASE,,,,,,,,
kg.m/cm2,kilogram metre per square centimetre,M/L,true,derived,kg/m,DERIVED,true,0,1E4,1,0,,
klbm/in,thousand pound-mass per inch,M/L,false,derived,kg/m,DERIVED,true,0,453.59237,0.0254,0,,
lbm/ft,pound-mass per foot,M/L,false,derived,kg/m,DERIVED,true,0,0.45359237,0.3048,0,,
Mg/in,megagram per inch,M/L,false,derived,kg/m,DERIVED,true,0,1E3,0.0254,0,,
kg/m2,kilogram per square metre,M/L2,true,derived,IS-BASE,,,,,,,,
0.01 lbm/ft2,pound-mass per hundred square foot,M/L2,false,derived,kg/m2,DERIVED,true,0,0.45359237,9.290304,0,,
lbm/ft2,pound-mass per square foot,M/L2,false,derived,kg/m2,DERIVED,true,0,0.45359237,0.09290304,0,,
Mg/m2,megagram per square metre,M/L2,true,derived,kg/m2,DERIVED,true,0,1E3,1,0,,
ton[US]/ft2,US ton-mass per square foot,M/L2,false,derived,kg/m2,DERIVED,true,0,907.18474,0.09290304,0,,
kg/(m2.s),kilogram per square metre second,M/L2T,true,derived,IS-BASE,,,,,,,,
g.ft/(cm3.s),gram foot per cubic centimetre second,M/L2T,false,derived,kg/(m2.s),DERIVED,true,0,304.8,1,0,,
g.m/(cm3.s),gram metre per cubic centimetre second,M/L2T,true,derived,kg/(m2.s),DERIVED,true,0,1E3,1,0,,
kPa.s/m,kilopascal second per metre,M/L2T,true,derived,kg/(m2.s),DERIVED,true,0,1E3,1,0,,
lbm/(ft2.h),pound-mass per square foot hour,M/L2T,false,derived,kg/(m2.s),DERIVED,true,0,0.45359237,3.34450944E2,0,,
lbm/(ft2.s),pound-mass per square foot second,M/L2T,false,derived,kg/(m2.s),DERIVED,true,0,0.45359237,0.09290304,0,,
MPa.s/m,megapascal second per metre,M/L2T,true,derived,kg/(m2.s),DERIVED,true,0,1E6,1,0,,
N/m3,newton per cubic metre,M/L2T2,true,derived,IS-BASE,,,,,,,,
0.001 psi/ft,psi per thousand foot,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,0.196644768,0,,
0.01 psi/ft,psi per hundred foot,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,0.0196644768,0,,
atm/ft,standard atmosphere per foot,M/L2T2,false,derived,N/m3,DERIVED,true,0,1.01325E5,0.3048,0,,
atm/hm,standard atmosphere per hundred metre,M/L2T2,false,derived,N/m3,DERIVED,true,0,1.01325E3,1,0,,
atm/m,standard atmosphere per metre,M/L2T2,false,derived,N/m3,DERIVED,true,0,1.01325E5,1,0,,
bar/km,bar per kilometre,M/L2T2,true,derived,N/m3,DERIVED,true,0,100,1,0,,
bar/m,bar per metre,M/L2T2,true,derived,N/m3,DERIVED,true,0,1E5,1,0,,
GPa/cm,gigapascal per centimetre,M/L2T2,true,derived,N/m3,DERIVED,true,0,1E11,1,0,,
kPa/hm,kilopascal per hectometre,M/L2T2,true,derived,N/m3,DERIVED,true,0,10,1,0,,
kPa/m,kilopascal per metre,M/L2T2,true,derived,N/m3,DERIVED,true,0,1E3,1,0,,
lbf/ft3,pound-force per cubic foot,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,0.028316846592,0,,
lbf/gal[US],pound-force per US gallon,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,3.785411784E-3,0,,
MPa/m,megapascal per metre,M/L2T2,true,derived,N/m3,DERIVED,true,0,1E6,1,0,,
Pa/m,pascal per metre,M/L2T2,true,derived,N/m3,DERIVED,true,0,1,1,0,,
psi/ft,psi per foot,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,1.96644768E-4,0,,
psi/m,psi per metre,M/L2T2,false,derived,N/m3,DERIVED,true,0,4.4482216152605,0.00064516,0,,
kg/m3,kilogram per cubic metre,M/L3,true,derived,IS-BASE,,,,,,,,
0.001 lbm/bbl,pound-mass per thousand barrel,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,158.987294928,0,,
0.001 lbm/gal[UK],pound-mass per thousand UK gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,4.54609,0,,
0.001 lbm/gal[US],pound-mass per thousand US gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,3.785411784,0,,
0.01 grain/ft3,grain per hundred cubic foot,M/L3,false,derived,kg/m3,DERIVED,true,0,6.479891E-5,2.8316846592,0,,
0.1 lbm/bbl,pound-mass per ten barrel,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,1.58987294928,0,,
10 Mg/m3,ten thousand kilogram per cubic metre,M/L3,false,derived,kg/m3,DERIVED,true,0,1E4,1,0,,
g/cm3,gram per cubic centimetre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E3,1,0,,
g/dm3,gram per cubic decimetre,M/L3,true,derived,kg/m3,DERIVED,true,0,1,1,0,,
g/gal[UK],gram per UK gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,1E-3,4.54609E-3,0,,
g/gal[US],gram per US gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,1E-3,3.785411784E-3,0,,
g/L,gram per litre,M/L3,true,derived,kg/m3,DERIVED,true,0,1,1,0,,
g/m3,gram per cubic metre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E-3,1,0,,
grain/ft3,grain per cubic foot,M/L3,false,derived,kg/m3,DERIVED,true,0,6.479891E-5,0.028316846592,0,,
grain/gal[US],grain per US gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,6.479891E-5,3.785411784E-3,0,,
kg/dm3,kilogram per cubic decimetre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E3,1,0,,
kg/L,kilogram per litre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E3,1,0,,
lbm/bbl,pound-mass per barrel,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,0.158987294928,0,,
lbm/ft3,pound-mass per cubic foot,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,0.028316846592,0,,
lbm/gal[UK],pound-mass per UK gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,4.54609E-3,0,,
lbm/gal[US],pound-mass per US gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,3.785411784E-3,0,,
lbm/in3,pound-mass per cubic inch,M/L3,false,derived,kg/m3,DERIVED,true,0,0.45359237,1.6387064E-5,0,,
mg/dm3,milligram per cubic decimetre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E-3,1,0,,
mg/gal[US],milligram per US gallon,M/L3,false,derived,kg/m3,DERIVED,true,0,1E-6,3.785411784E-3,0,,
mg/L,milligram per litre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E-3,1,0,,
Mg/m3,megagram per cubic metre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E3,1,0,,
mg/m3,milligram per cubic metre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E-6,1,0,,
t/m3,tonne per cubic metre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E3,1,0,,
ug/cm3,microgram per cubic centimetre,M/L3,true,derived,kg/m3,DERIVED,true,0,1E-3,1,0,,
kg/m4,kilogram per metre to the fourth power,M/L4,true,derived,IS-BASE,,,,,,,,
g/cm4,gram per centimetre to the fourth power,M/L4,true,derived,kg/m4,DERIVED,true,0,1E5,1,0,,
kg/dm4,kilogram per decimetre to the fourth power,M/L4,true,derived,kg/m4,DERIVED,true,0,1E4,1,0,,
lbm/(gal[UK].ft),pound-mass per UK gallon foot,M/L4,false,derived,kg/m4,DERIVED,true,0,0.45359237,1.385648232E-3,0,,
lbm/(gal[US].ft),pound-mass per US gallon foot,M/L4,false,derived,kg/m4,DERIVED,true,0,0.45359237,1.1537935117632E-3,0,,
lbm/ft4,pound-mass per foot to the fourth power,M/L4,false,derived,kg/m4,DERIVED,true,0,0.45359237,8.6309748412416E-3,0,,
Pa.s2/m3,pascal second squared per cubic metre,M/L4,true,derived,kg/m4,DERIVED,true,0,1,1,0,,
Pa.s/m3,pascal second per cubic metre,M/L4T,true,derived,IS-BASE,,,,,,,,
psi.d/bbl,psi day per barrel,M/L4T,false,derived,Pa.s/m3,DERIVED,true,0,3.843263475585072E5,1.0257224319574848E-4,0,,
Pa/m3,pascal per cubic metre,M/L4T2,true,derived,IS-BASE,,,,,,,,
psi2.d/(cP.ft3),psi squared day per centipoise cubic foot,M/L4T2,false,derived,Pa/m3,DERIVED,true,0,1.7095687665238712177121191256E9,1.17863614254846615552E-8,0,,
P,poise,M/LT,false,atom,Pa.s,NIST-SI,true,0,0.1,1,0,dyne.s/cm2,The poise is the CGS unit for viscosity (also called dynamic viscosity).
kg/(m.s),kilogram per metre second,M/LT,true,derived,IS-BASE,,,,,,,Pa.s,
Pa.s,pascal second,M/LT,true,derived,IS-BASE,,,,,,,,
lbm/(ft.h),pound-mass per hour foot,M/LT,false,derived,kg/(m.s),DERIVED,true,0,0.45359237,1.09728E3,0,,
lbm/(ft.s),pound-mass per second foot,M/LT,false,derived,kg/(m.s),DERIVED,true,0,0.45359237,0.3048,0,,
dyne.s/cm2,dyne second per square centimetre,M/LT,false,derived,Pa.s,DERIVED,true,0,0.1,1,0,,
kgf.s/m2,thousand gram-force second per square metre,M/LT,false,derived,Pa.s,DERIVED,true,0,9.80665,1,0,,
lbf.s/ft2,pound-force second per square foot,M/LT,false,derived,Pa.s,DERIVED,true,0,4.4482216152605,0.09290304,0,,
lbf.s/in2,pound-force second per square inch,M/LT,false,derived,Pa.s,DERIVED,true,0,4.4482216152605,6.4516E-4,0,,
mPa.s,millipascal second,M/LT,true,derived,Pa.s,DERIVED,true,0,1E-3,1,0,,
N.s/m2,newton second per square metre,M/LT,true,derived,Pa.s,DERIVED,true,0,1,1,0,,
psi.s,psi second,M/LT,false,derived,Pa.s,DERIVED,true,0,4.4482216152605,0.00064516,0,,
cP,centipoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E-3,1,0,,
dP,decipoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,0.01,1,0,,
EP,exapoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E17,1,0,,
fP,femtopoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E-16,1,0,,
GP,gigapoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E8,1,0,,
kP,kilopoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,100,1,0,,
mP,millipoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E-4,1,0,,
MP,megapoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E5,1,0,,
nP,nanopoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E-10,1,0,,
pP,picopoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E-13,1,0,,
TP,terapoise,M/LT,false,prefixed,Pa.s,DERIVED,true,0,1E11,1,0,,
